ÈÕÆÚ,Total Active Power/kW
2018/3/17 0:00,236973.7437
2018/3/18 0:00,236973.7437
2018/3/19 0:00,241942.3791
2018/3/20 0:00,243971.5558
2018/3/21 0:00,256296.6994
2018/3/22 0:00,249937.7322
2018/3/23 0:00,260417.936
2018/3/24 0:00,248423.6735
2018/3/25 0:00,255921.2167
2018/3/26 0:00,247117.3889
2018/3/27 0:00,245127.4599
2018/3/28 0:00,267706.3214
2018/3/29 0:00,252915.4798
2018/3/30 0:00,244710.2459
2018/3/31 0:00,245922.9029
2018/4/1 0:00,244734.6873
2018/4/2 0:00,253805.6697
2018/4/3 0:00,244884.9973
2018/4/4 0:00,246827.1433
2018/4/5 0:00,245214.1246
2018/4/6 0:00,250754.0014
2018/4/7 0:00,241308.0901
2018/4/8 0:00,236955.8674
2018/4/9 0:00,235080.3019
2018/4/10 0:00,237016.973
2018/4/11 0:00,224695.9631
2018/4/12 0:00,222326.6851
2018/4/13 0:00,217179.576
2018/4/14 0:00,218959.8431
2018/4/15 0:00,214233.6791
2018/4/16 0:00,212197.7498
2018/4/17 0:00,212503.5788
2018/4/18 0:00,228267.696
2018/4/19 0:00,205388.7652
2018/4/20 0:00,203039.4553
2018/4/21 0:00,200885.3974
2018/4/22 0:00,208637.0327
2018/4/23 0:00,200829.492
2018/4/24 0:00,200587.9514
2018/4/25 0:00,197634.8287
2018/4/26 0:00,206180.0885
2018/4/27 0:00,200636.4734
2018/4/28 0:00,198278.0011
2018/4/29 0:00,197676.4607
2018/4/30 0:00,206524.316
2018/5/1 0:00,199062.6528
2018/5/2 0:00,201593.8069
2018/5/3 0:00,200421.0679
2018/5/4 0:00,204681.2007
2018/5/5 0:00,204463.2461
2018/5/6 0:00,202104.5739
2018/5/7 0:00,206858.6016
2018/5/8 0:00,210037.1746
2018/5/9 0:00,211287.6628
2018/5/10 0:00,218027.4212
2018/5/11 0:00,225215.2807
2018/5/12 0:00,237020.164
2018/5/13 0:00,236450.7162
2018/5/14 0:00,239223.8685
2018/5/15 0:00,245734.9643
2018/5/16 0:00,261195.575
2018/5/17 0:00,261944.5287
2018/5/18 0:00,269010.9098
2018/5/19 0:00,271631.308
2018/5/20 0:00,284062.3861
2018/5/21 0:00,276499.3391
2018/5/22 0:00,280209.1872
2018/5/23 0:00,282160.7978
2018/5/24 0:00,293495.6932
2018/5/25 0:00,298139.9882
2018/5/26 0:00,285460.7665
2018/5/27 0:00,288428.2476
2018/5/28 0:00,288428.2476
2018/5/29 0:00,296688.9589
2018/5/30 0:00,290963.3158
2018/5/31 0:00,294426.5292
2018/6/1 0:00,291950.6762
2018/6/2 0:00,292758.4074
2018/6/3 0:00,280465.9884
2018/6/4 0:00,281553.3477
2018/6/5 0:00,277962.0635
2018/6/6 0:00,285908.9255
2018/6/7 0:00,
2018/6/8 0:00,279648.6644
2018/6/9 0:00,280393.9821
2018/6/10 0:00,281905.6771
2018/6/11 0:00,292448.3267
2018/6/12 0:00,297233.0141
2018/6/13 0:00,285688.3973
2018/6/14 0:00,286895.0293
2018/6/15 0:00,296645.866
2018/6/16 0:00,289825.5201
2018/6/17 0:00,287164.342
2018/6/18 0:00,288334.792
2018/6/19 0:00,298964.29
2018/6/20 0:00,292330.4448
2018/6/21 0:00,293385.9591
2018/6/22 0:00,292838.6893
2018/6/23 0:00,303817.1096
2018/6/24 0:00,296951.7552
2018/6/25 0:00,296491.0598
2018/6/26 0:00,296888.0807
2018/6/27 0:00,307994.2185
2018/6/28 0:00,298921.6517
2018/6/29 0:00,300640.9383
2018/6/30 0:00,302340.867
2018/7/1 0:00,306816.1416
2018/7/2 0:00,297663.1181
2018/7/3 0:00,299935.7984
2018/7/4 0:00,296319.0818
2018/7/5 0:00,304702.5713
2018/7/6 0:00,
2018/7/7 0:00,293684.1681
2018/7/8 0:00,311989.8761
2018/7/9 0:00,293798.6894
2018/7/10 0:00,299540.472
2018/7/11 0:00,292124.4388
2018/7/12 0:00,293373.6656
2018/7/13 0:00,290957.4009
2018/7/14 0:00,295838.2117
2018/7/15 0:00,287754.4039
2018/7/16 0:00,283460.5136
2018/7/17 0:00,294175.9841
2018/7/18 0:00,285729.578
2018/7/19 0:00,295943.3558
2018/7/20 0:00,276188.5919
2018/7/21 0:00,270528.628
2018/7/22 0:00,274219.3901
2018/7/23 0:00,262644.0366
2018/7/24 0:00,262425.3945
2018/7/25 0:00,257529.8408
2018/7/26 0:00,260669.5587
2018/7/27 0:00,256669.1766
2018/7/28 0:00,257076.9953
2018/7/29 0:00,257076.9953
2018/7/30 0:00,
2018/7/31 0:00,252734.5671
2018/8/1 0:00,252734.5671
2018/8/2 0:00,259913.1657
2018/8/3 0:00,253237.2319
2018/8/4 0:00,253399.2228
2018/8/5 0:00,251084.6335
2018/8/6 0:00,259306.1684
2018/8/7 0:00,253091.8661
2018/8/8 0:00,250505.7041
2018/8/9 0:00,248733.3471
2018/8/10 0:00,256943.3264
2018/8/11 0:00,249375.5915
2018/8/12 0:00,272345.7663
2018/8/13 0:00,251346.9439
2018/8/14 0:00,257473.3338
2018/8/15 0:00,252806.3389
2018/8/16 0:00,253442.9276
2018/8/17 0:00,252929.3944
2018/8/18 0:00,283084.2755
2018/8/19 0:00,259389.4597
2018/8/20 0:00,261035.4109
2018/8/21 0:00,266245.9728
2018/8/22 0:00,273867.5939
2018/8/23 0:00,273330.5136
2018/8/24 0:00,277510.9761
2018/8/25 0:00,280150.5199
2018/8/26 0:00,283178.8811
2018/8/27 0:00,281346.0638
2018/8/28 0:00,289501.9021
2018/8/29 0:00,294025.5287
2018/8/30 0:00,302050.3599
2018/8/31 0:00,302050.3599
2018/9/1 0:00,
2018/9/2 0:00,295846.763
2018/9/3 0:00,300209.3099
2018/9/4 0:00,300209.3099
2018/9/5 0:00,303349.5169
2018/9/6 0:00,315779.956
2018/9/7 0:00,315779.956
2018/9/8 0:00,307459.9952
2018/9/9 0:00,309357.3625
2018/9/10 0:00,309357.3625
2018/9/11 0:00,309529.5285
2018/9/12 0:00,318838.0675
2018/9/13 0:00,312785.9335
2018/9/14 0:00,310470.8736
2018/9/15 0:00,307349.0801
2018/9/16 0:00,310351.6205
2018/9/17 0:00,296264.1596
2018/9/18 0:00,295803.1952
2018/9/19 0:00,293004.7009
2018/9/20 0:00,303146.9658
2018/9/21 0:00,295531.6473
2018/9/22 0:00,299006.8552
2018/9/23 0:00,301908.056
2018/9/24 0:00,312624.098
2018/9/25 0:00,304227.0377
2018/9/26 0:00,305609.1302
2018/9/27 0:00,306567.7546
2018/9/28 0:00,
2018/9/29 0:00,311904.4609
2018/9/30 0:00,306232.2619
2018/10/1 0:00,305587.619
2018/10/2 0:00,308052.0479
2018/10/3 0:00,326851.2439
2018/10/4 0:00,309900.5042
2018/10/5 0:00,310623.8427
2018/10/6 0:00,313302.5899
2018/10/7 0:00,322217.0902
2018/10/8 0:00,314768.8538
2018/10/9 0:00,333231.2482
2018/10/10 0:00,316600.022
2018/10/11 0:00,335369.4514
2018/10/12 0:00,337837.7331
2018/10/13 0:00,317965.8799
2018/10/14 0:00,318705.0032
2018/10/15 0:00,324374.9084
2018/10/16 0:00,315318.0827
2018/10/17 0:00,313095.356
2018/10/18 0:00,311086.1246
2018/10/19 0:00,318914.8436
2018/10/20 0:00,311728.947
2018/10/21 0:00,310659.1837
2018/10/22 0:00,312196.2516
2018/10/23 0:00,318781.8745
2018/10/24 0:00,313078.9072
2018/10/25 0:00,
2018/10/26 0:00,
2018/10/27 0:00,
2018/10/28 0:00,312000.6893
2018/10/29 0:00,310541.9793
2018/10/30 0:00,316994.0746
2018/10/31 0:00,326057.9706
2018/11/1 0:00,304469.3464
2018/11/2 0:00,302864.6605
2018/11/3 0:00,305045.7027
2018/11/4 0:00,292694.9046
2018/11/5 0:00,291163.8365
2018/11/6 0:00,285244.9526
2018/11/7 0:00,291763.8988
2018/11/8 0:00,281369.4206
2018/11/9 0:00,277599.1339
2018/11/10 0:00,279875.2478
2018/11/11 0:00,284314.4555
2018/11/12 0:00,275752.1817
2018/11/13 0:00,274822.5227
2018/11/14 0:00,275000.6968
2018/11/15 0:00,282855.5344
2018/11/16 0:00,282855.5344
2018/11/17 0:00,
2018/11/18 0:00,
2018/11/19 0:00,270674.4983
2018/11/20 0:00,278466.093
2018/11/21 0:00,269383.9806
2018/11/22 0:00,280169.0015
2018/11/23 0:00,268715.0882
2018/11/24 0:00,266738.7981
2018/11/25 0:00,280172.4404
2018/11/26 0:00,275661.3063
2018/11/27 0:00,268227.0031
2018/11/28 0:00,269042.1699
2018/11/29 0:00,267056.6258
2018/11/30 0:00,278760.2419
2018/12/1 0:00,269729.291
2018/12/2 0:00,271072.7153
2018/12/3 0:00,273486.5229
2018/12/4 0:00,281083.1732
2018/12/5 0:00,276754.8953
2018/12/6 0:00,276433.678
2018/12/7 0:00,282748.7134
2018/12/8 0:00,293673.5438
2018/12/9 0:00,288495.4331
2018/12/10 0:00,288495.4331
2018/12/11 0:00,289837.5366
2018/12/12 0:00,289222.5546
2018/12/13 0:00,310538.1366
2018/12/14 0:00,300005.4746
2018/12/15 0:00,304586.915
2018/12/16 0:00,309997.4685
2018/12/17 0:00,319997.9639
2018/12/18 0:00,312721.5758
2018/12/19 0:00,317277.6281
2018/12/20 0:00,315488.5518
2018/12/21 0:00,330231.3158
2018/12/22 0:00,321600.1111
2018/12/23 0:00,322647.7751
2018/12/24 0:00,325490.5704
2018/12/25 0:00,335214.6794
2018/12/26 0:00,327986.9575
2018/12/27 0:00,326002.4492
2018/12/28 0:00,325594.3854
2018/12/29 0:00,324015.5485
2018/12/30 0:00,324015.5485
2018/12/31 0:00,311661.2336
2019/1/1 0:00,311661.2336
2019/1/2 0:00,312276.1458
2019/1/3 0:00,311516.4269
2019/1/4 0:00,319743.7297
2019/1/5 0:00,
2019/1/6 0:00,318565.6751
2019/1/7 0:00,315077.5443
2019/1/8 0:00,316119.8648
2019/1/9 0:00,328305.5215
2019/1/10 0:00,321494.5285
2019/1/11 0:00,320738.5095
2019/1/12 0:00,340051.3266
2019/1/13 0:00,334429.0017
2019/1/14 0:00,322463.941
2019/1/15 0:00,323046.5122
2019/1/16 0:00,339753.7639
2019/1/17 0:00,333069.217
2019/1/18 0:00,323232.5684
2019/1/19 0:00,325006.5249
2019/1/20 0:00,326926.4223
2019/1/21 0:00,
2019/1/22 0:00,339013.569
2019/1/23 0:00,329498.2465
2019/1/24 0:00,327495.3615
2019/1/25 0:00,328166.6018
2019/1/26 0:00,338714.3243
2019/1/27 0:00,
2019/1/28 0:00,330971.6016
2019/1/29 0:00,332008.8947
2019/1/30 0:00,330846.9323
2019/1/31 0:00,337631.4195
2019/2/1 0:00,330535.2099
2019/2/2 0:00,328477.2675
2019/2/3 0:00,327804.8353
2019/2/4 0:00,336288.8002
2019/2/5 0:00,323914.4754
2019/2/6 0:00,322766.4922
2019/2/7 0:00,321590.5224
2019/2/8 0:00,331864.2693
2019/2/9 0:00,323133.7139
2019/2/10 0:00,320895.5403
2019/2/11 0:00,320298.0339
2019/2/12 0:00,329055.3453
2019/2/13 0:00,318400.7842
2019/2/14 0:00,313863.0097
2019/2/15 0:00,313474.2887
2019/2/16 0:00,316141.7395
2019/2/17 0:00,303956.5487
2019/2/18 0:00,305716.4123
2019/2/19 0:00,299939.3713
2019/2/20 0:00,303958.1404
2019/2/21 0:00,295190.4829
2019/2/22 0:00,291971.5791
2019/2/23 0:00,290904.4418
2019/2/24 0:00,291989.4432
2019/2/25 0:00,285903.3143
2019/2/26 0:00,288015.358
2019/2/27 0:00,283181.773
2019/2/28 0:00,287749.963
2019/3/1 0:00,278348.5412
2019/3/2 0:00,278202.3748
2019/3/3 0:00,279929.8479
2019/3/4 0:00,286790.2419
2019/3/5 0:00,278881.5996
2019/3/6 0:00,
2019/3/7 0:00,281145.6565
2019/3/8 0:00,293931.7544
2019/3/9 0:00,290500.9605
2019/3/10 0:00,279335.0531
2019/3/11 0:00,281072.0448
2019/3/12 0:00,280916.1191
2019/3/13 0:00,289522.171
2019/3/14 0:00,280263.6165
2019/3/15 0:00,283155.7647
2019/3/16 0:00,285643.7521
2019/3/17 0:00,292132.1271
2019/3/18 0:00,289492.0533
2019/3/19 0:00,289229.0551
2019/3/20 0:00,293834.0187
2019/3/21 0:00,304183.7355
2019/3/22 0:00,300001.0203
2019/3/23 0:00,303534.9178
2019/3/24 0:00,306832.768
2019/3/25 0:00,317988.6198
2019/3/26 0:00,312010.2776
2019/3/27 0:00,327348.7961
2019/3/28 0:00,321491.3991
2019/3/29 0:00,330950.2823
2019/3/30 0:00,326526.695
2019/3/31 0:00,331932.0761
2019/4/1 0:00,332885.0373
2019/4/2 0:00,343126.6106
2019/4/3 0:00,337340.8943
2019/4/4 0:00,337401.9164
2019/4/5 0:00,339105.1156
2019/4/6 0:00,351193.2477
2019/4/7 0:00,345946.447
2019/4/8 0:00,343353.0766
2019/4/9 0:00,341087.2539
2019/4/10 0:00,339189.2347
2019/4/11 0:00,327153.8897
2019/4/12 0:00,326005.536
2019/4/13 0:00,324278.4608
2019/4/14 0:00,332924.828
2019/4/15 0:00,324973.392
2019/4/16 0:00,326045.7366
2019/4/17 0:00,332457.5752
2019/4/18 0:00,339797.1622
2019/4/19 0:00,332740.2075
2019/4/20 0:00,335616.6213
2019/4/21 0:00,336824.2582
2019/4/22 0:00,344163.3411
2019/4/23 0:00,334696.6373
2019/4/24 0:00,338869.2148
2019/4/25 0:00,338803.7546
2019/4/26 0:00,348389.7307
2019/4/27 0:00,338748.424
2019/4/28 0:00,340565.037
2019/4/29 0:00,343560.6075
2019/4/30 0:00,352998.9574
2019/5/1 0:00,346007.0326
2019/5/2 0:00,342173.3357
2019/5/3 0:00,344516.0972
2019/5/4 0:00,350837.2127
2019/5/5 0:00,347175.1616
2019/5/6 0:00,356572.144
2019/5/7 0:00,346200.4504
2019/5/8 0:00,352862.8575
2019/5/9 0:00,347033.2907
2019/5/10 0:00,347033.2907
2019/5/11 0:00,343171.8931
2019/5/12 0:00,
2019/5/13 0:00,
2019/5/14 0:00,343171.8931
2019/5/15 0:00,340402.8786
2019/5/16 0:00,340402.8786
2019/5/17 0:00,347729.8263
2019/5/18 0:00,337856.6806
2019/5/19 0:00,337877.9173
2019/5/20 0:00,337933.6281
2019/5/21 0:00,345780.6777
2019/5/22 0:00,355339.2805
2019/5/23 0:00,338753.4981
2019/5/24 0:00,344071.9197
2019/5/25 0:00,347228.0909
2019/5/26 0:00,336618.8134
2019/5/27 0:00,338387.3741
2019/5/28 0:00,331699.9014
2019/5/29 0:00,335120.4763
2019/5/30 0:00,322101.0009
2019/5/31 0:00,317238.2358
2019/6/1 0:00,315652.8251
2019/6/2 0:00,320061.3225
2019/6/3 0:00,311564.5691
2019/6/4 0:00,
2019/6/5 0:00,303285.3334
2019/6/6 0:00,307876.9837
2019/6/7 0:00,309379.8553
2019/6/8 0:00,303220.0215
2019/6/9 0:00,299248.2065
2019/6/10 0:00,305407.6736
2019/6/11 0:00,310513.6543
2019/6/12 0:00,300445.4854
2019/6/13 0:00,300961.2808
2019/6/14 0:00,292873.1406
2019/6/15 0:00,300981.7158
2019/6/16 0:00,294766.4908
2019/6/17 0:00,296940.0351
2019/6/18 0:00,295363.5394
2019/6/19 0:00,325422.0806
2019/6/20 0:00,292898.1881
2019/6/21 0:00,294997.7182
2019/6/22 0:00,317429.6665
2019/6/23 0:00,310474.7612
2019/6/24 0:00,293920.3237
2019/6/25 0:00,317701.8432
2019/6/26 0:00,298772.5442
2019/6/27 0:00,307259.0084
2019/6/28 0:00,297799.9454
2019/6/29 0:00,300759.2065
2019/6/30 0:00,303383.0835
2019/7/1 0:00,303383.0835
2019/7/2 0:00,311357.1841
2019/7/3 0:00,308766.3122
2019/7/4 0:00,310854.1868
2019/7/5 0:00,333533.1744
2019/7/6 0:00,325486.8434
2019/7/7 0:00,323282.1506
2019/7/8 0:00,327197.5392
2019/7/9 0:00,329320.4543
2019/7/10 0:00,338452.6239
2019/7/11 0:00,336967.5355
2019/7/12 0:00,339290.1358
2019/7/13 0:00,341724.2065
2019/7/14 0:00,352989.2267
2019/7/15 0:00,347297.723
2019/7/16 0:00,348051.5603
2019/7/17 0:00,347627.8557
2019/7/18 0:00,360348.6464
2019/7/19 0:00,352088.4417
2019/7/20 0:00,359062.1098
2019/7/21 0:00,
2019/7/22 0:00,348138.9661
2019/7/23 0:00,
2019/7/24 0:00,348366.3388
2019/7/25 0:00,348366.3388
2019/7/26 0:00,336033.9225
2019/7/27 0:00,334924.2133
2019/7/28 0:00,332500.3243
2019/7/29 0:00,356127.5002
2019/7/30 0:00,341850.0363
2019/7/31 0:00,339834.0002
2019/8/1 0:00,342616.2551
2019/8/2 0:00,362476.9299
2019/8/3 0:00,365189.1557
2019/8/4 0:00,344904.7879
2019/8/5 0:00,346315.4129
2019/8/6 0:00,363076.077
2019/8/7 0:00,345800.7154
2019/8/8 0:00,346779.4461
2019/8/9 0:00,345507.0723
2019/8/10 0:00,356047.8088
2019/8/11 0:00,349656.4171
2019/8/12 0:00,352162.8982
2019/8/13 0:00,365480.7865
2019/8/14 0:00,363770.4843
2019/8/15 0:00,358667.1881
2019/8/16 0:00,360110.3669
2019/8/17 0:00,
2019/8/18 0:00,
2019/8/19 0:00,
2019/8/20 0:00,
2019/8/21 0:00,359019.1835
2019/8/22 0:00,364580.0559
2019/8/23 0:00,357736.6291
2019/8/24 0:00,354080.9706
2019/8/25 0:00,354968.6608
2019/8/26 0:00,358343.7122
2019/8/27 0:00,352119.4781
2019/8/28 0:00,361218.6496
2019/8/29 0:00,354436.0665
2019/8/30 0:00,359596.8938
2019/8/31 0:00,348954.5789
2019/9/1 0:00,350137.0371
2019/9/2 0:00,352580.6014
2019/9/3 0:00,358751.7903
2019/9/4 0:00,353215.8965
2019/9/5 0:00,351060.7967
2019/9/6 0:00,351115.1616
2019/9/7 0:00,353791.6336
2019/9/8 0:00,
2019/9/9 0:00,343183.5983
2019/9/10 0:00,347404.6071
2019/9/11 0:00,344088.0735
2019/9/12 0:00,345254.0295
2019/9/13 0:00,334094.0147
2019/9/14 0:00,338229.9442
2019/9/15 0:00,325675.9912
2019/9/16 0:00,323629.9604
2019/9/17 0:00,321184.5533
2019/9/18 0:00,319115.8051
2019/9/19 0:00,317272.4108
2019/9/20 0:00,316812.6776
2019/9/21 0:00,312490.5826
2019/9/22 0:00,324522.0097
2019/9/23 0:00,313358.1042
2019/9/24 0:00,311775.5305
2019/9/25 0:00,308280.2897
2019/9/26 0:00,321480.7682
2019/9/27 0:00,306815.1553
2019/9/28 0:00,310305.0824
2019/9/29 0:00,308032.6155
2019/9/30 0:00,305099.0416
2019/10/1 0:00,307914.1532
2019/10/2 0:00,311844.9102
2019/10/3 0:00,305863.8119
2019/10/4 0:00,306876.0287
2019/10/5 0:00,304723.3125
2019/10/6 0:00,311096.1669
2019/10/7 0:00,307894.5518
2019/10/8 0:00,301856.5212
2019/10/9 0:00,305926.9996
2019/10/10 0:00,314990.444
2019/10/11 0:00,309517.7855
2019/10/12 0:00,311372.2756
2019/10/13 0:00,312640.6531
2019/10/14 0:00,319258.4841
2019/10/15 0:00,318426.8321
2019/10/16 0:00,316069.912
2019/10/17 0:00,320505.4499
2019/10/18 0:00,330574.8533
2019/10/19 0:00,330482.9596
2019/10/20 0:00,335144.597
2019/10/21 0:00,337409.9253
2019/10/22 0:00,357149.8154
2019/10/23 0:00,340486.2446
2019/10/24 0:00,347169.7794
2019/10/25 0:00,347986.5554
2019/10/26 0:00,366146.712
2019/10/27 0:00,352266.96
2019/10/28 0:00,353473.3373
2019/10/29 0:00,357751.7216
2019/10/30 0:00,360550.7831
2019/10/31 0:00,357385.2114
2019/11/1 0:00,361878.5575
2019/11/2 0:00,358362.449
2019/11/3 0:00,355990.3134
2019/11/4 0:00,345565.2267
2019/11/5 0:00,345310.1831
2019/11/6 0:00,350386.8582
2019/11/7 0:00,354373.9255
2019/11/8 0:00,347980.6758
2019/11/9 0:00,347255.5813
2019/11/10 0:00,354123.3032
2019/11/11 0:00,358950.424
2019/11/12 0:00,352933.8168
2019/11/13 0:00,362305.9361
2019/11/14 0:00,352148.2638
2019/11/15 0:00,369867.0357
2019/11/16 0:00,354087.2072
2019/11/17 0:00,365671.266
2019/11/18 0:00,355629.9197
2019/11/19 0:00,367269.8031
2019/11/20 0:00,361513.6033
2019/11/21 0:00,362978.4352
2019/11/22 0:00,362427.8773
2019/11/23 0:00,373932.3955
2019/11/24 0:00,368205.6469
2019/11/25 0:00,368454.5792
2019/11/26 0:00,370432.4067
2019/11/27 0:00,377161.5452
2019/11/28 0:00,371716.098
2019/11/29 0:00,379929.1986
2019/11/30 0:00,369466.8555
2019/12/1 0:00,374330.0924
2019/12/2 0:00,368116.0532
2019/12/3 0:00,367016.0267
2019/12/4 0:00,365020.1061
2019/12/5 0:00,371496.095
2019/12/6 0:00,361173.529
2019/12/7 0:00,359138.8068
2019/12/8 0:00,
2019/12/9 0:00,362021.6982
2019/12/10 0:00,366137.1264
2019/12/11 0:00,360332.6403
2019/12/12 0:00,372024.1942
2019/12/13 0:00,379722.4268
2019/12/14 0:00,361736.5921
2019/12/15 0:00,355212.1175
2019/12/16 0:00,352649.6222
2019/12/17 0:00,353267.1577
2019/12/18 0:00,353932.4574
2019/12/19 0:00,345280.2047
2019/12/20 0:00,345280.2047
2019/12/21 0:00,361295.0516
2019/12/22 0:00,340558.9504
2019/12/23 0:00,338425.3256
2019/12/24 0:00,332864.5986
2019/12/25 0:00,327421.0078
2019/12/26 0:00,325047.9327
2019/12/27 0:00,333628.8457
2019/12/28 0:00,325457.5463
2019/12/29 0:00,325646.2995
2019/12/30 0:00,320550.316
2019/12/31 0:00,314647.1144
2020/1/1 0:00,315830.4315
2020/1/2 0:00,320114.7985
2020/1/3 0:00,316353.8558
2020/1/4 0:00,324069.394
2020/1/5 0:00,314824.8137
2020/1/6 0:00,316725.4769
2020/1/7 0:00,313516.5523
2020/1/8 0:00,320549.7138
2020/1/9 0:00,318764.2574
2020/1/10 0:00,313313.1341
2020/1/11 0:00,315223.3339
2020/1/12 0:00,318312.2031
2020/1/13 0:00,315584.3904
2020/1/14 0:00,314941.0159
2020/1/15 0:00,316955.2701
2020/1/16 0:00,336999.6731
2020/1/17 0:00,324050.2966
2020/1/18 0:00,324822.3073
2020/1/19 0:00,328878.7815
2020/1/20 0:00,339076.4806
2020/1/21 0:00,334826.7923
2020/1/22 0:00,337943.0042
2020/1/23 0:00,362200.0792
2020/1/24 0:00,360589.1183
2020/1/25 0:00,352760.4394
2020/1/26 0:00,356187.4683
2020/1/27 0:00,360828.4984
2020/1/28 0:00,371718.8482
2020/1/29 0:00,366697.8272
2020/1/30 0:00,371147.0595
2020/1/31 0:00,382495.3775
2020/2/1 0:00,384340.9374
2020/2/2 0:00,377919.2914
2020/2/3 0:00,381684.6301
2020/2/4 0:00,379760.0821
2020/2/5 0:00,387053.6781
2020/2/6 0:00,385168.1747
2020/2/7 0:00,380084.0457
2020/2/8 0:00,379693.4414
2020/2/9 0:00,375984.6263
2020/2/10 0:00,364527.7865
2020/2/11 0:00,361446.7844
2020/2/12 0:00,363935.96
2020/2/13 0:00,373487.6949
2020/2/14 0:00,388726.1499
2020/2/15 0:00,368670.5266
2020/2/16 0:00,372742.6594
2020/2/17 0:00,378170.8164
2020/2/18 0:00,382767.0936
2020/2/19 0:00,
2020/2/20 0:00,375790.3668
2020/2/21 0:00,375507.6134
2020/2/22 0:00,376424.1727
2020/2/23 0:00,376403.4272
2020/2/24 0:00,377379.0945
2020/2/25 0:00,381052.7094
2020/2/26 0:00,387603.7326
2020/2/27 0:00,382112.8695
2020/2/28 0:00,382536.0502
2020/2/29 0:00,384887.1613
2020/3/1 0:00,391305.3025
2020/3/2 0:00,390965.4871
2020/3/3 0:00,391580.4147
2020/3/4 0:00,391224.2679
2020/3/5 0:00,399491.8159
2020/3/6 0:00,390892.039
2020/3/7 0:00,392584.0604
2020/3/8 0:00,393922.9554
2020/3/9 0:00,399310.7103
2020/3/10 0:00,394930.1354
2020/3/11 0:00,391670.0375
2020/3/12 0:00,391385.3316
2020/3/13 0:00,
2020/3/14 0:00,396729.4575
2020/3/15 0:00,388394.1632
2020/3/16 0:00,388768.2945
2020/3/17 0:00,387386.8381
2020/3/18 0:00,395533.9798
2020/3/19 0:00,389118.3452
2020/3/20 0:00,397574.1616
2020/3/21 0:00,389879.9471
2020/3/22 0:00,394715.8296
2020/3/23 0:00,382651.7657
2020/3/24 0:00,378507.8837
2020/3/25 0:00,373515.203
2020/3/26 0:00,374955.723
2020/3/27 0:00,365758.1908
2020/3/28 0:00,362863.1899
2020/3/29 0:00,358351.4946
2020/3/30 0:00,351735.5143
2020/3/31 0:00,352454.379
2020/4/1 0:00,345834.5924
2020/4/2 0:00,344094.7387
2020/4/3 0:00,355276.8923
2020/4/4 0:00,341648.3661
2020/4/5 0:00,342181.3428
2020/4/6 0:00,341381.9748
2020/4/7 0:00,346470.2848
2020/4/8 0:00,337890.2581
2020/4/9 0:00,336997.9563
2020/4/10 0:00,337682.6667
2020/4/11 0:00,335483.3645
2020/4/12 0:00,332151.5357
2020/4/13 0:00,333378.745
2020/4/14 0:00,334453.167
